0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
3.13986	1.04754	1
3.06531	1.04949	1
3.0098	1.05697	1
2.96377	1.06702	1
2.91777	1.07642	1
2.88117	1.0887	1
2.83522	1.09686	1
2.80792	1.11174	1
2.7713	1.12249	1
2.74392	1.13657	1
2.71649	1.15029	1
2.68902	1.16364	1
2.6615	1.17664	1
2.63395	1.18928	1
2.60637	1.20155	1
2.57876	1.21347	1
2.56013	1.22936	1
2.53244	1.24063	1
2.51367	1.25601	1
2.49482	1.27117	1
2.46701	1.28151	1
2.44803	1.29616	1
2.42897	1.3106	1
2.40984	1.32482	1
2.39064	1.33882	1
2.37136	1.3526	1
2.35202	1.36616	1
2.33261	1.3795	1
2.31314	1.39262	1
2.2936	1.40552	1
2.27401	1.4182	1
2.2628	1.43601	1
2.24305	1.44832	1
2.22325	1.4604	1
2.21171	1.47782	1
2.19176	1.48952	1
2.17177	1.501	1
2.15991	1.51801	1
2.13979	1.52912	1
2.12771	1.54587	1
2.10746	1.5566	1
2.09517	1.5731	1
2.0748	1.58344	1
2.0623	1.59969	1
2.04968	1.61583	1
2.02912	1.62563	1
2.01629	1.64152	1
2.00333	1.6573	1
1.9826	1.66655	1
1.96945	1.68207	1
1.95618	1.69749	1
1.94279	1.7128	1
1.92183	1.72133	1
1.90825	1.73637	1
1.89455	1.7513	1
1.88074	1.76613	1
1.86681	1.78085	1
1.85276	1.79545	1
1.83861	1.80995	1
1.82433	1.82433	1
1.80995	1.83861	1
1.79545	1.85276	1
1.78085	1.86681	1
1.76613	1.88074	1
1.7513	1.89455	1
1.73637	1.90825	1
1.72133	1.92183	1
1.7128	1.94279	1
1.69749	1.95618	1
1.68207	1.96945	1
1.66655	1.9826	1
1.6573	2.00333	1
